Cell,'Hmga2','Ascl1','Fos','Atf3','Hmga1','Eno1','Hes6','Trp53','Egr1','Zfp36l2','Sox11','Zfp57','Lyar','Ncoa1','Ets1','Zfp238','Prrx1','Lrrfip1','Klf6','Ebf1','Fosl1','Tfdp1','Id2','Zfp207','Bola2','Smarcb1','Phb','Jun','Aebp1','Phf5a','Plagl1','Nfkbia','Snai2','Tsc22d3','Tgif1','Fosb','Rorc','Maf','Tet2','Ezh2','Ddit3','Hbp1','Myc','Tcf19','Nfic','Ssrp1','Zmat5','Sox9','Zfp260','Stat6','Phb2','Scx','Bola3','Atf4','Zbtb20','Csda','Tcf12','Foxp2','Tcf4','Matr3','Fubp1','Tsc22d1','Atoh8','Mef2a','Creb3','Nono','Noc4l','Tax1bp3','Cenpt','Maf1','Sp1','Stat1','Sfpq','Zfp317','Nr1d1','Fosl2','Gatad1','Dnajc2','Foxs1','Mef2c','Kdm5b','Nfe2l1','Pcbp1','Irf9','Khsrp','Nfyb','Nfia','Creb3l1','Pcbp2','Mier1','Klf4','Rela','Mkx','Junb','Nr2f2','Dnmt3a','Runx1t1','Klf10','Zeb2','Zfhx4'
"'""d2_induced""'",6.1856,6.7483,0,0,0,0,7.7906,3.4492,5.2869,0,8.6674,0.61894,0,5.5631,0,6.5759,0,4.608,0,0,0,1.8056,9.1667,0,5.0629,3.8901,1.5029,4.975,3.8789,4.7716,0,6.2927,0,0,5.7434,1.6869,0,4.4605,0,1.2352,0,5.5604,0,0,1.5448,0,0,4.5529,5.5747,0,0,0.017205,0,3.5321,0,0,8.1624,0,4.9601,6.7707,4.9728,3.7433,3.6096,1.767,1.2704,4.3771,0,8.8706,0,0,2.8723,3.7786,3.6365,2.7866,0,0.24848,6.3498,0,0,2.577,1.4635,0.80564,3.91,0,3.8605,0,5.0489,3.4999,4.9525,4.5376,3.6786,0.61035,0,0,4.5389,1.7355,7.0964,5.1512,0,1.7865
"'""d2_induced""'",0,5.797,0,0,0,0,7.9955,4.0031,0,0,7.8936,6.8512,0,6.3682,0,0,3.4343,4.2181,4.3394,1.9534,0,0,9.8792,7.6309,3.9014,4.9378,0,0.53189,2.7904,0,0,3.311,0,0,5.4426,0,0,5.4837,0,1.0392,0,7.7066,0,0,0,4.5494,0,4.6948,6.9853,0,0.89793,3.945,1.1287,5.2753,0,3.8436,6.939,0,4.5892,8.0534,5.3333,6.7575,0.0032569,0,0,7.0715,0,6.4531,0,0,4.5498,0,4.9162,6.82,0.56859,0,6.9833,0,0,2.5674,3.7743,0,3.9103,0,2.9921,0.29199,5.5673,0,3.0397,4.7219,0,0,6.1976,0.81269,3.9478,0,7.2049,5.8627,0,0
"'""d2_intermediate""'",7.5116,1.6606,0,0,0,3.733,0,5.5337,0,0,3.7471,0,4.882,4.0202,4.6824,0,3.7184,0,6.0747,0,0,0,7.1157,7.1007,5.7035,0.77039,0,0,3.3441,5.4712,0,0,5.8054,0,2.0469,0,0,0,0.70735,0.41591,6.789,0,0,0,1.5071,3.6909,0,0,0,0,6.0715,0,6.5903,5.9131,0,3.7455,0,0,0,5.4543,4.8452,4.4229,0,2.0914,6.1653,6.998,0,5.3718,0,0,1.5297,5.7451,6.1941,0.76812,0,0,7.5354,1.7318,3.5486,0,0,0,3.8837,0,2.3629,0.79083,3.3555,0,5.7149,0,4.5261,0,0,0,5.6709,0,2.5294,0,3.1922,0
"'""d2_induced""'",5.3936,5.7359,0,0,0,2.0004,6.9433,5.2587,3.2942,0,4.8688,4.2072,5.0772,4.6411,0.75747,6.7544,2.429,0,0,5.0955,0,0.37198,9.9732,3.6643,0,5.9096,2.1868,0,3.506,4.3297,0,3.9525,0.10062,6.5422,0,0,0,5.0456,0,0,0,6.1365,0,0,0,5.0587,3.8863,3.1075,0,0,3.2014,1.0507,5.6306,4.3024,0,0,6.7985,2.8133,3.8794,5.1117,0.47568,7.9048,4.6315,3.5392,5.3479,6.6062,0,5.7174,0,5.1962,3.3151,0,4.1536,7.1159,0,5.3643,5.4618,0,0,0,4.5886,1.5592,4.987,0,2.6179,0,3.1869,5.0367,5.7585,6.5139,5.1085,0,5.7216,0,3.5567,1.9661,6.1525,5.9576,0,1.7406
"'""d2_induced""'",0,6.8994,0,0,0,0,7.6377,5.6741,4.6882,0,7.2411,7.5808,1.3689,4.1963,0,4.6364,5.3181,4.2791,4.4191,0,0,3.8505,9.2733,6.1481,0,4.9651,3.8042,0,0.12315,6.127,0,5.0835,5.5732,0,3.4898,0,0,4.2071,4.0645,4.6228,0,7.7581,0,0,0,3.2775,0,5.1533,3.5994,0,1.8514,3.7452,0,3.396,0,0.52511,3.927,0,6.0468,5.7802,4.0681,4.2592,1.5442,6.0745,0,4.9749,0,7.1281,0,4.7205,3.8298,0,4.3173,0,0,0,4.8512,2.8522,3.416,0,2.7811,0.56867,5.6198,2.5522,2.0165,6.8574,5.2173,0,0,5.0855,0,0,1.9844,0,3.8177,3.4009,5.7777,5.3833,0,3.8698
"'""d2_induced""'",2.291,7.3829,0,0,0,2.2393,8.2992,1.4269,0,0,0,0,0,3.8101,0,5.3885,1.2681,6.3314,0,0,0,0,4.898,5.4455,4.347,2.5604,0,2.3777,0,0,0,5.1634,0,0,0,0,0,3.0628,0,0,0,7.6181,0,0,0,0,0,3.4909,0.91042,0,1.8546,3.7394,0,0,0,0,5.7261,4.3317,3.2634,7.2261,1.4815,6.9026,0,0,5.1491,4.0121,0,7.4494,0,0,6.3846,0,3.1153,1.9879,5.0451,0,6.4188,0.33202,0,0,4.0701,2.1993,5.645,0,2.5949,5.3417,1.551,0,0,4.9264,0,0,0,0,4.528,0,6.1171,5.9987,0,4.3993
"'""d2_induced""'",0,6.8815,0,0,0,1.5812,7.9488,0,3.3607,0,3.3928,0,0,4.6516,0,5.1795,0,0,0,0,0,0,11.956,4.7724,5.0018,0,0,0,0,0,0,5.9388,0.69855,0.3154,0,0,0,4.8344,2.1283,0,0,5.5733,0,0,1.4359,0,0,4.3109,3.1749,0,0,0.63692,0,0.5287,0,0,5.1887,4.5057,5.7669,5.5905,0,7.508,0,6.8485,1.8913,0,0,7.4496,0,0,0,0,5.2788,7.3351,1.6019,5.2782,7.4649,0,0,0,4.6294,0.4258,3.319,0,3.2522,0,5.9401,0,5.763,5.4398,0,0,7.3289,0,5.9274,0,6.6236,5.7597,0,0
"'""d2_intermediate""'",4.3235,6.3918,5.1092,0,0,3.1512,6.2852,5.8857,6.6286,3.6232,6.4904,4.7831,4.818,2.9356,3.8146,4.0862,4.9247,4.4268,5.5892,5.228,1.9484,0.9532,7.0624,6.1717,3.2966,6.595,4.4158,3.1704,0.76542,4.0914,0,0,0,0,6.1055,2.0939,0,0,1.6217,3.4548,4.7539,6.1455,3.4486,0,0,5.6525,0,4.2875,3.1522,0,4.7155,0.63177,5.5166,6.2423,0,5.2638,5.0209,0,5.0775,6.9805,4.383,7.9925,0.016343,0,4.2004,4.6816,4.1833,6.5021,0,2.8572,1.4691,0,4.5372,3.2769,0,0,6.3528,5.4815,0,0,2.632,2.7963,5.8392,0,2.7018,0,3.6443,4.296,5.9728,4.6642,4.6899,0,0,0.82472,3.8198,4.0154,5.7057,4.2406,2.2176,2.6501
"'""d2_induced""'",0,7.5853,7.0605,2.849,0,0,4.7377,0,2.8595,0,7.2034,3.9765,4.9956,6.1614,2.957,6.366,0,4.6258,0,0,0,0,7.7211,3.2995,4.6928,3.9143,0,1.803,4.1131,3.4634,0,3.7963,6.4394,0,4.8936,0,6.1415,6.0383,0,5.4842,0,7.2233,0,0,0,0,0,5.9068,0,0,0,2.9348,0,0,0,1.1346,6.6954,0,5.6849,8.0794,0,3.9578,0,1.4316,7.2635,0,0,7.8495,0,0,1.3402,0,5.4485,5.1046,0,0,5.5043,3.086,0,0,4.8302,5.2721,2.7058,0,1.3418,0,4.1105,0,6.7644,5.6184,4.4769,0,0,2.4226,1.3774,0,3.722,7.1004,0.11398,0.30452
"'""d2_induced""'",0,7.3286,7.4102,0,0,0,6.6847,0,0,0,6.7821,0,0,3.828,0,7.2942,0,0,0,0,0,0,8.0339,0.077192,4.8158,0,0.023785,1.8631,0,0,0,5.1429,1.8452,7.5496,1.4592,0,5.7095,6.1574,3.5708,2.9195,0,6.4088,0,0,0,0,0,0,0,0,5.68,0,5.8893,0,0,5.3555,7.7958,0,4.11,6.2187,3.5775,1.9119,5.0549,0,0,2.3651,0,0,0,0,0,2.5191,6.7375,0,3.8397,0,7.2277,0,0,0,4.037,1.7211,5.3848,0,3.4432,0,3.907,0,4.4272,0,0,0,5.8383,0,6.1341,0.7367,0,7.8967,0,0
"'""d2_intermediate""'",0,6.3802,3.6428,0,0,0,5.1191,0,5.2643,0,5.0736,4.9826,4.6749,5.1948,0,4.8926,0,2.9556,2.4322,0,0,0,10.428,7.5669,5.3341,0.46352,0.62422,0,3.4267,5.9293,0,4.374,2.2925,0.15479,0,0,0,0,3.4983,4.623,0,5.5467,0,0,2.8813,0,3.0668,2.6423,7.5393,2.4508,0,3.776,1.5778,0,0,4.2459,4.5383,0,5.0725,7.5581,3.6016,6.1464,0,4.9351,2.3202,6.6294,0,8.5102,0,0,5.7823,0,4.9346,0.85078,4.2391,5.4197,5.1406,0,0,0,4.4143,0,3.1252,0,3.6382,5.012,4.0915,0,3.983,3.8039,0,2.9739,7.0119,0,4.2207,0,5.2034,2.4706,0,0
"'""MEF""'",9.1296,0,3.2317,3.6878,3.4749,3.9614,0.17002,6.171,4.9077,6.7466,5.8745,3.6687,6.1827,0,2.4603,0,5.1448,5.7967,6.6718,0,4.3437,4.4074,6.4822,5.1659,3.2092,6.3409,4.13,3.0112,2.7884,5.6478,0,2.471,5.2444,1.1069,5.3591,0.087553,0,0,0,1.3785,1.9403,0,5.0168,4.0174,1.0714,6.3797,0,0,0,0,4.3861,0,6.3107,6.9586,0,6.084,4.0749,0,4.4392,5.9731,3.1771,4.9926,0,0,3.4678,5.4407,3.9266,5.1557,3.6999,0,4.279,0,3.6051,3.049,0,3.4812,6.2978,4.8611,0,3.3148,3.5372,0,4.9094,0,2.9386,4.9679,3.5482,2.2946,5.3389,6.2857,0,1.3381,0,0,4.7964,0,2.5429,5.3258,4.2903,3.6404
"'""MEF""'",8.825,0,0,1.14,0,4.4183,0,6.2858,5.691,4.9186,4.6806,4.3845,5.2745,1.128,5.2319,0,5.6287,7.3567,7.4425,1.9353,4.6535,5.5008,6.1721,8.2258,4.2278,5.5431,3.4624,1.1231,2.4342,5.981,0,3.6231,0,5.466,6.8022,0,0,0,0,6.4795,2.5595,2.3851,4.9999,4.8384,0,6.1237,3.751,0,5.6095,0,4.0813,0,5.0177,6.4488,2.6383,6.2022,4.0839,0,3.8117,6.2491,4.6186,4.2942,0,0,4.8264,5.3519,3.3118,5.314,0,4.3672,5.8734,0,5.3198,5.1712,1.687,5.4532,6.3697,4.9817,0,2.0103,0.57565,0.9801,5.1883,0,3.701,0.73245,3.8238,3.4195,5.6007,2.8109,1.4572,0,0,0,5.0064,1.3708,3.5247,4.8941,0.22035,0.061695
"'""d2_induced""'",0,7.9052,0,0,0,0,7.4178,0,0,4.9152,7.7432,6.1293,3.3505,5.8513,0,4.5939,6.1528,0.1526,0,0,0,0,10.035,5.791,0,0,0,0,2.7813,0,1.0642,2.9424,0,0,3.4308,0,0,5.4985,0,3.181,0,7.3488,0,0,1.3991,0,5.0221,5.3589,6.0096,0,0,0,1.6895,5.9012,0.22484,1.8648,4.4572,0,5.2648,7.5232,0.75011,5.945,1.9752,6.8971,7.4938,6.8458,0,8.726,0,0,0,0,4.1034,6.0653,0,0,7.4103,0,0,0,0.28005,1.3609,4.9213,0,1.9637,0,6.0992,0,6.1864,5.0485,0,2.3404,5.2383,0,5.6263,2.9444,6.0072,5.9315,3.3004,0
"'""d2_induced""'",4.4447,6.0827,3.0693,0,0,0,7.4319,0,4.884,3.0386,7.9778,0,4.1938,7.3453,0,4.8529,2.9131,0,0,0,0,0,11.348,4.8678,0,0,2.8439,2.2424,5.8541,3.9869,4.857,0.35683,0,0,7.8293,0,0,4.896,0,2.9935,4.3947,6.8582,0,0,0,2.487,0,6.0888,5.157,3.7261,0,2.5002,2.4111,0,0,0,6.9082,1.5058,6.1044,7.5434,3.2556,6.1603,4.9612,4.9567,0,7.3365,0,7.3698,0,4.1854,0,1.1032,3.6523,4.1337,0,0,5.6454,0,0,0,6.9575,0.27006,0,0,4.918,0,5.6622,0,4.4255,5.313,0,0,0,0,3.0822,5.0653,7.4044,6.7136,5.1251,0
"'""MEF""'",8.4933,0,0,5.5352,0,2.9209,0,6.0421,0,5.3448,3.0676,5.1453,6.0259,1.1373,3.6372,2.4813,3.0988,4.8484,7.013,0,0,0,1.3768,7.3294,4.2971,3.87,5.1658,0,1.8472,0,1.1297,2.7482,6.1708,0,5.3804,0,0,6.3114,4.0651,0.18445,2.0589,2.6736,5.0375,0,0,5.8743,0,0,0,3.7629,4.3211,0,4.8316,7.1932,0,5.3485,0,0,3.8045,6.0328,4.1612,5.8746,0,2.1675,5.652,6.8577,5.8977,6.2941,5.1478,0,1.3463,2.3885,3.3781,7.1156,0,4.3012,5.3212,0,4.9494,0,2.3194,4.0468,4.2888,0.3724,2.4187,4.3807,1.5088,3.5374,5.1332,5.6511,5.0644,0,0,0,1.5982,0,3.8632,0.37739,0,3.8168
"'""d2_induced""'",0,6.4434,0,0,0,1.59,5.5766,1.2718,0,0,3.3185,0,0,5.0638,4.764,6.2436,0.83858,4.3185,0,5.3004,0,0,9.5831,7.1037,4.3236,2.2162,0.56905,0,4.2622,0,0,4.5059,0,0,6.2523,0,0,7.0571,5.3897,0,0,8.1149,0,0,2.2381,0,4.2819,4.3837,3.2774,0,1.7121,0,3.1243,3.0162,3.18,4.7413,7.7458,4.6137,5.7794,6.2141,3.1251,7.4133,3.6732,3.9295,0,7.396,0,6.9,0,0,3.3483,0,1.7187,5.2804,0.64333,3.3259,6.1594,0,0,0,5.0395,0.20038,5.1986,0,3.281,3.2737,4.6331,0,5.8593,5.1086,0,0,0,0,4.2741,3.9784,6.0823,6.485,0,3.3062
"'""d2_intermediate""'",4.688,2.7427,0,0,0,3.9403,4.1483,2.6748,6.986,0.1706,0,0,4.1428,2.3933,6.0625,5.2534,3.9088,6.2361,6.2345,5.3229,0,4.8303,11.626,4.57,0,4.955,2.3505,0,1.6993,4.6015,0,2.6724,0,0,2.4136,0,0,2.5391,4.0355,0.03702,0,6.4537,0,4.8225,0,5.6901,4.8071,3.3414,0,3.8297,6.0707,0.42912,1.9566,6.7075,0,5.9965,0,3.6828,3.7742,6.0047,3.9151,6.1225,0.21716,2.9045,7.1519,5.7816,0,6.4476,4.1388,3.4865,0.85003,0,4.4412,6.744,1.8523,6.004,5.3319,1.4487,0,0,1.2966,4.9764,3.8607,0,2.3963,1.6754,4.8929,3.5227,6.3297,6.665,2.9852,0,4.8873,0,4.3792,0,4.9841,0,0,0
"'""d2_induced""'",5.4489,5.997,0,0,0,0,7.5871,0,0,0,7.2769,6.956,5.0704,5.7,0,6.8391,0,0,0,0,0,0,12.258,6.7751,0,2.5561,3.7466,0,1.7195,0,0,0,0,0,0,0,0,1.5583,0,0,0,8.4631,0,0,1.3989,0,0,7.8253,1.2647,0,0,0,0,0,0,0,6.2914,5.9187,5.5536,4.5694,4.2952,7.7438,5.0037,5.267,0,0,0,7.465,6.3932,5.676,0,0,2.8765,0,0,0,6.6243,0,0,0,2.6889,0.03515,3.003,5.0636,2.9607,5.1353,6.9849,0,1.0042,0,0,0,0,0,6.0831,0,6.2759,1.2472,0,0
"'""d2_induced""'",0,7.9922,0,0,0,3.2331,8.8127,3.0183,0,0,1.2629,0,2.7757,4.6434,0,2.7454,5.9403,6.9171,0,0,0,0,10.294,7.5431,3.8938,4.8643,4.7633,0,3.1312,6.418,0,2.7464,0,0,0,0,7.0056,6.2283,5.3662,0.92825,0,5.269,0,0,2.656,2.9689,0,3.8224,0,0,0,0,0,1.6023,0,0,6.0913,0,5.7272,6.7268,5.0132,0,4.5329,6.2927,0.74328,0,0,8.2334,0,0,0,0,4.2132,5.4011,0,0,6.5728,5.0636,0,0,5.7372,0,5.7852,0,2.5399,0,2.4647,2.8641,7.3852,0,0,0,0,0,5.9656,5.4556,7.5837,5.5904,0,0.14786
"'""d2_induced""'",0,3.4135,0,0,0,0,1.5997,0,0,0,6.901,1.0611,0,5.718,0,4.4944,0,3.1115,0,5.4089,0,4.0442,10.727,7.0907,3.4374,0,0,1.44,1.6611,5.9397,0,0,0,0,0,0,0,5.8042,4.2547,6.7212,0,7.0297,0,0,0,5.0901,0.94059,4.1872,4.528,0,6.0553,4.6805,3.3263,6.0942,0,0,5.9777,3.6971,5.84,7.2681,4.2326,5.1586,3.4579,6.9512,7.3083,4.4041,0,7.4893,3.9132,0,4.1073,5.3711,6.0805,3.4872,0,0,7.0828,0,0,0,4.4524,2.1348,1.6477,0,3.4774,1.2971,3.77,0,6.9096,0,0,0,7.2333,0,3.3558,0.9173,6.2849,7.1433,0,0
"'""d2_induced""'",5.0108,7.2191,4.1423,0,0,0,7.2249,6.1153,0,0.97318,0,5.514,3.6608,4.9444,0,4.1393,0,4.9233,0,2.5286,0,0,11.782,5.8168,0,3.4356,2.175,0,3.8353,3.1815,6.064,2.5155,0,0,5.7117,0,0,4.8141,0,0,0,3.1042,0,0,0.60422,1.6404,0,8.0382,2.8218,0,2.767,0,0,4.5917,0,2.1745,7.4646,2.6554,5.1462,6.6845,5.2642,7.188,3.4527,3.0576,5.6823,4.8448,0,7.5716,0,4.4366,1.1567,0.66853,2.5427,5.1103,0,3.2067,5.5166,3.5142,0,0,6.3281,0.57275,5.6842,0,2.9214,4.9373,4.0491,5.7833,5.031,5.6099,4.0508,0,0,0,4.5903,3.8087,5.109,7.1611,4.0497,1.2553
"'""d2_induced""'",4.5222,5.998,2.2289,0,0,0,2.9604,4.4768,6.5774,0,7.1148,7.216,0,5.6031,0,5.3064,1.3209,5.4772,0,7.2843,0,0,11.053,6.9484,4.4058,5.1065,0.79307,0,2.7349,0,0,4.3831,0,4.2076,5.7503,0,0,1.6199,4.1316,0,0,6.1989,0,0,0.81641,0,0,6.3728,1.1487,0,0,2.9351,0,6.8743,4.4253,4.6935,4.4572,1.8422,6.3208,6.5967,0,6.7836,0,7.3043,0,6.4678,0,8.0107,0,0,0,1.6088,4.2703,0,0,3.7853,3.207,0,0,0,5.7326,1.6009,5.7026,0,2.5521,4.1853,4.167,0,5.4657,5.8916,5.1298,0,7.2658,2.7569,2.3785,0,4.78,5.9764,0,5.3906
"'""d2_intermediate""'",6.1078,2.6721,4.7035,0,2.3679,4.4674,4.7142,5.8691,0.10981,6.2379,8.4423,4.9552,4.6258,0,4.8868,4.566,4.3259,4.6041,7.2013,1.5013,2.9557,0,9.1445,5.9474,5.1181,6.3637,2.5588,0,2.3632,5.6004,3.3427,4.6295,4.8333,4.8651,0,0,0,2.5513,1.5185,0,4.6236,4.4894,4.7856,0,2.335,5.3212,5.5637,0.90307,5.5449,4.7902,3.9527,0,3.2176,6.1093,0,5.3115,3.0558,0,3.7587,6.9781,5.4576,5.5362,0,0,5.28,7.3018,4.5592,6.5103,5.7075,1.0769,4.8707,2.9565,5.1639,5.9213,2.9352,3.0073,6.3318,4.6954,0,3.6967,2.538,3.1789,5.1884,1.1127,3.3389,4.838,4.465,3.459,6.1141,2.4844,3.892,3.0033,0,0,0,0,5.5365,6.2781,1.24,1.1359
"'""d2_induced""'",5.7177,7.1392,0,0,0,0,7.2874,0,7.1445,6.0851,7.1307,6.9055,0,4.2245,0,5.9283,0,5.0423,0,3.2325,0,0,10.915,0,2.6088,2.0074,2.2627,0.689,0,3.5131,0,3.2816,0,2.4385,0,0,1.3252,0.74838,0,6.9902,0,0.49045,0,0,0,0,0.68215,4.0331,2.8877,0,0,2.0264,0,4.7568,0,4.7196,5.5533,6.7505,6.4072,5.7925,5.9667,7.8563,2.7424,6.2875,5.9306,4.8726,0,7.8766,0,2.6732,0,0,4.4907,2.8191,0,5.5818,4.1394,0,0,0,2.1984,4.5095,1.384,0,3.0216,0,3.7686,0,5.8937,3.0812,0,0,0,0,4.6329,2.4215,5.214,6.2444,0,0
"'""d2_intermediate""'",6.9994,2.9057,5.5933,3.77,2.568,0,1.9519,4.8778,6.1901,6.631,8.5979,5.5645,1.7026,3.6866,0,3.7065,4.536,4.7208,4.7375,2.5676,0,0.55268,10.697,7.1699,2.8331,4.7029,0.46108,4.0232,0.19907,5.4106,2.127,4.8025,5.5304,0,5.5353,0.62685,0,4.6266,4.0341,1.6548,3.8713,5.9161,0,0,0,4.5889,3.4714,2.5556,5.3737,0,2.7281,0,0,6.1584,0,5.3512,4.9753,0,5.6181,7.0975,2.2466,6.3828,0,3.3079,5.577,5.2046,0,6.2271,0,0,4.8085,3.8857,3.4007,0,0,4.4376,5.4649,1.0694,0,0,4.1509,0.0066342,4.5826,0,3.8029,0.90726,4.4397,2.5494,5.421,6.3582,3.5412,0,2.879,0.42478,4.6959,0,6.2445,4.4152,0,4.4604
"'""d2_induced""'",2.771,9.0976,4.9696,0,0,4.1008,7.4406,0,0,0,0,0,3.9432,5.1604,0,4.1053,0,1.5917,0,0,0,0,9.1199,8.1278,4.3402,0,1.7016,0,3.3267,5.8439,0,0,6.0837,0,0,0,0,6.9111,0,0,0,7.5729,0,0,2.2286,5.4264,0,6.6475,1.7069,0,0,0,5.7909,4.0915,0,0,5.3047,0,0.43933,8.421,4.0963,7.1902,4.1608,3.3961,1.5888,4.6347,0,5.6289,0,0,0,0,1.2055,0,0,0,5.0575,5.6884,0,0,0.91366,1.34,0,0,1.721,0,1.9695,0,7.933,0.49498,0,4.1251,0,1.9283,3.9329,1.4849,6.3834,7.1887,0,0
"'""d2_induced""'",0,5.3527,0,0,0,0,4.2234,5.3574,0,1.5407,7.8944,8.5902,0,4.48,0,0,6.4659,0,0,0,0,0,10.13,7.6766,4.8509,0,0,0.98689,2.2522,0,0,1.7143,7.2207,3.3598,1.1687,0,0,0,0.80636,0,0,6.9135,0,0,0,0,0,2.8015,0,0,2.8708,0,0,0,0,3.7604,2.7229,0,4.5148,5.076,1.1039,1.7365,0,0,0,5.9585,6.2577,4.9118,0,6.0968,0,0,3.8549,3.1279,0,3.1502,0,0,0,0,0,0.19359,5.1667,0,3.8977,5.6235,6.8269,4.2787,5.7143,4.8533,2.27,0,0,0,3.8774,0,6.8852,1.5971,2.9593,5.1779
"'""d2_induced""'",0,7.3255,0,0,0,0,5.44,5.075,6.9141,0,6.6241,5.3547,4.809,5.0289,0,5.3298,4.4766,1.9277,0,0,0,2.7505,10.965,7.5018,0,0.81971,2.658,0,3.517,2.609,6.2259,0,0,0,6.8397,0,5.6139,6.5936,2.0221,0,0,7.7472,0,0,1.5495,0.58423,1.1076,3.9956,7.3826,0,0,3.2416,0,4.3705,0,4.3182,7.1974,3.7381,6.2481,4.6965,2.6781,0,3.133,3.9585,0,5.0102,0,6.7399,0,0,2.8611,0,5.2515,5.1781,5.1835,0,5.2217,0,0,0,5.132,0,4.6388,0,1.9915,3.7435,4.7565,0,4.3703,5.7722,0,0,3.9173,0,3.8046,3.4352,6.9198,6.9742,0,0.64475
"'""MEF""'",9.5105,0,0,1.4177,3.7961,5.8618,0,4.9017,4.9944,5.6736,4.1499,4.0956,5.3172,2.5224,4.6452,0,5.9595,5.0887,5.8604,0,2.1316,3.3997,2.151,6.6459,3.4975,4.978,2.985,0,1.2977,4.4509,0,0,5.1263,1.4218,5.3333,0.40412,0,0,3.4425,2.3724,4.2496,5.2483,3.4319,0,0,6.573,0,0.26172,3.7505,3.5079,0.45129,0,4.2889,6.3206,0,6.6298,3.7019,0,3.2192,6.7294,4.703,4.218,0,0,6.7203,7.375,3.4826,5.8734,3.0144,3.4429,3.7922,4.2789,5.0804,5.261,0,2.7984,6.2166,2.9537,0,0.84856,0.85448,3.1846,4.1956,5.2605,2.9796,5.6924,4.3438,0,6.3663,5.8969,2.1506,0,0,0,3.7995,0,4.2257,2.32,2.0843,2.7882
"'""d2_induced""'",1.793,5.5544,2.0542,0,0,0,5.945,2.8079,0,0,8.5458,4.39,0,5.212,0,5.8739,4.5356,0,3.2927,4.7647,0,0,10.415,4.5798,4.3967,5.3194,0,0,0.88039,5.3856,0,1.9964,5.7968,0,4.2631,0.62386,0,4.2809,3.4775,0,0,7.187,0,0,0,4.5298,3.2191,3.5572,0,0,2.0229,1.7465,2.2371,0,2.2119,3.9699,6.3826,5.3621,5.4973,7.5446,3.5413,6.1154,3.3536,4.5573,0,5.2275,4.3293,6.8365,2.912,1.9182,3.234,2.1595,3.2308,6.6473,0,0,4.5423,0,0,0,3.917,0.93355,5.3586,0,2.4298,5.4971,3.4739,0,5.7805,1.5029,3.1008,0,6.2491,0,4.1599,5.3731,6.8348,5.316,0.40664,1.7894
"'""d2_intermediate""'",7.5512,5.5655,0,0,0,2.172,4.1218,5.0037,0,5.8813,5.1981,6.3672,4.8695,2.653,0,4.8061,5.5812,1.7301,6.3622,3.4919,0,2.133,10.382,6.774,2.9422,5.1408,2.156,0.87378,0,4.5533,0,0,3.5973,0.30769,6.0038,0,0,4.5368,1.9162,6.1133,0,5.2908,0,0,1.1066,3.797,0.90435,5.1608,2.7536,0,0.92034,2.2314,0,5.431,1.4956,4.9845,5.8643,0,3.5249,6.8678,2.6854,7.5241,0.60878,0.71184,4.8366,7.008,0,7.0892,3.8067,0,0,0,2.7139,4.5344,0,2.4858,6.1292,0,0,0,2.9128,1.7199,4.5783,0,2.8483,5.0471,2.702,0.081325,5.5079,6.1549,0,0,0,0,5.1983,0,3.4909,0,1.2949,0.81468
"'""d2_induced""'",2.0473,7.1524,0.30662,0,0,0,6.4676,0,4.9175,2.5671,5.4965,0.49602,0,3.0427,4.3701,5.7814,5.5406,4.7078,3.9256,0,0,0,11.163,7.3227,5.2548,3.5901,2.8475,0,5.2979,4.447,0,3.7622,0,1.988,7.0187,0,0,5.5243,0,0,0,7.191,0,0,0.81284,4.568,5.7333,2.7744,0,6.8887,0,0,0,0,0,5.3857,4.1028,0,5.3089,6.0192,0,6.2704,0,1.9807,3.7591,0,0,7.8422,0,2.6842,2.9756,0,2.7466,7.7379,0,4.0525,5.2745,0,0,0,3.8713,0.83134,3.195,3.7141,2.829,0,6.7909,1.5002,6.3824,4.7936,0,3.9468,0,0,5.4827,0,7.2294,5.5418,2.5363,2.0746
"'""d2_induced""'",5.0585,7.2418,2.5604,0,0,0,6.1486,0,0,0,6.5911,5.9697,0,5.8453,6.5773,6.3034,2.2984,5.1891,4.4371,0,0,0,8.8894,6.8926,4.6695,4.7796,0,0,4.1546,4.8235,0,1.2495,0,0,5.1505,0,0,4.4852,3.2565,0,0,5.6701,0,0,0,2.0624,0,4.8446,6.3689,0,0,0,0,4.2098,4.2023,5.4282,7.968,0,5.2396,6.2319,4.4884,3.8653,2.5356,2.8847,5.8374,5.4208,0,8.622,0,0,5.6437,0,5.6175,0,0,5.9318,5.665,3.2172,0,0,2.7913,1.1362,4.6097,0,3.3058,2.484,3.9335,0,4.5034,6.1806,0,5.1354,2.2714,0,4.6786,0,6.9258,5.8943,0.83001,3.7881
